eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
200403090001,2004,3,9,0,92,India,6,South Asia,Srinagar,34.08374,74.789902,"03/09/2004: Two Al-Mansurian (LeT Front) militants stormed a building housing the Press Information Bureau and Jammu and Kashmir Information Office in Srinagar, Jammu and Kashmir, India. A stand-off with police ensued, which ultimately resulted in at least four deaths, including those militants, and six wounded.",0,2,Armed Assault,2,Government (General),21,Government Building/Facility/Office,"Press Information Bureau in Jammu, India.",92,India,2,5,Firearms,Unspecified guns and grenades were used in this incident.,4,6
200403150001,2004,3,15,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"03/15/2004: Pakistani authorities dismantled a powerful car bomb placed by unknown militants outside of the American Consulate in Karachi, Pakistan.",0,3,Bombing/Explosion,7,Government (Diplomatic),46,Embassy/Consulate,"American Consulate in Karachi, Pakistan.",217,United States,2,6,Explosives,A Suzuki van with explosive material packed into a 750-liter water tank was used in this incident.,0,0
200410090006,2004,10,9,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"10/09/2007: Mufti Jamil, a pro-Taliban Sunni Muslim cleric, was assassinated, along with a fellow cleric in Karachi, Pakistan on his way to a mosque by two men on a motorbike. The cleric is the head of a large Islamic seminary in the city.",0,1,Assassination,15,Religious Figures/Institutions,85,Religious Figure,"Pro-Taliban Sunni cleric, Mufti Jamil",153,Pakistan,2,5,Firearms,9mm handguns were used. This was determined by the shell casings found at the scene of the crime.,2,0
200412070001,2004,12,6,0,173,Saudi Arabia,10,Middle East & North Africa,Jeddah,21.543155,39.174905,"12/06/2004: Gunmen belonging to Al-Qaida in the Arabian Penninsula (AQAP) stormed the U.S. Consulate in Jedda, Saudi Arabia, triggering a bloody four-hour siege that left nine dead. One American was slightly injured in the assault. The consulate, located on the beach in Jeddah, was infiltrated when the attackers hid behind a moving vehicle that was entering through the front gates.",0,2,Armed Assault,7,Government (Diplomatic),46,Embassy/Consulate,U.S. Consulate in Jeddah,217,United States,5,6,Explosives,"The attackers were reported to have used hand grenades and incendiary grenades in the assault.  Once they entered the compound and occupied the security gate area, they used automatic weapons to hold off security personnel on located on the grounds.",9,5
200503190001,2005,3,19,0,164,Qatar,10,Middle East & North Africa,Doha,25.29161,51.530437,"03/19/2005: An Egyptian, suicide, car bomber rammed his vehicle into the Doha Players Theatre in Doha, Qatar. The car bomb killed one British man, Jonathan Adams, and injured 12 other people of mixed nationality. Members of the Organization of Soldiers of the Levant claimed responsibility for the attack.",1,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians in Doha,999,Multinational,1,6,Explosives,A suicide car bomber perpetrated the attack.,2,12
200505110004,2005,5,11,0,92,India,6,South Asia,Srinagar,34.08374,74.789902,"05/11/2005: Three members of Al-Nasireen Group car bombed a private clinic in a heavily populated neighborhood of Srinagar, India. The explosion killed 8 people including two soldiers and the three perpetrators. Another 36 people were injured in the blast which also damaged 12 houses, a school and a nearby bank. Al-Nasireen Group claimed responsibility for the attack stating that the intended target of the bombing had been the Indian Central Reserve Police Force.",0,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,CRPF personnel in Srinagar,92,India,3,6,Explosives,The car was carrying 20 kg of RDX explosives.,8,36
200512080003,2005,12,8,0,19,Bangladesh,6,South Asia,Netrokona district,24.886101,90.729134,"12/08/2005: Two suicide bombers belonging to Jama'atul Mujahideen Bangladesh (JMB) blew themselves up in the middle of a group of people gathered at the Udichi Shilpi Gosthi cultural organization in Netrokona, Bangladesh, killing eight people and injuring around 50 others. It appears the perpetrators first planted a bomb in front of a nearby office building to attract people�s attention.",1,3,Bombing/Explosion,14,Private Citizens & Property,71,Race/Ethnicity Identified,Bangladesh citizens in Netrokona,19,Bangladesh,2,6,Explosives,The bombs were said to be wired to each of the two perpetrators and they blew themselves up simultaneously.,8,50
200604020025,2006,4,2,0,92,India,6,South Asia,Nawada,24.886739,85.542532,"04/02/2006: About 36 armed members of the CPI-Maoists laid siege to the Naudal railway station in the Patna district of India for nearly two hours and abducted the station manager, Rajesh Kumar, and another worker and freed them after an hour. The police found no perpetrators when arriving after midnight. No casualties were reported, and services on the Patya-Gaya section resumed after its two hour suspension.",0,5,Hostage Taking (Barricade Incident),19,Transportation,100,Train/Train Tracks/Trolley,Nadaul Railway Station,92,India,36,5,Firearms,The Hindustan Times reported that the assaulters were armed with sophisticated weapons.,0,0
200604110005,2006,4,11,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"04/11/2006: A suicide bomber climbed onto the stage at a religious ceremony organized by Sunni Jamaat-e-Ahle Sunnat commemorating the anniversary of the Prophet Muhammad's birth in the Nishtar Park area of Karachi, Pakistan and detonated, killing 57 people and injured up to 125 others. Authorities later indentified the head of the suicide bomber at the scene. No group claimed responsibility for the attack.",1,3,Bombing/Explosion,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Religious ceremony in Nishtar Park area for Muhammad's birth,153,Pakistan,7,6,Explosives,"The bomber used about 11 pounds of explosives obtained locally according to Niaz Siddiqui, chief of police in Karachi. Siddiq's explosive jacket had 7/8 kg explosive and 3,000 ball bearing.",57,125
200605210005,2006,5,21,0,92,India,6,South Asia,Srinagar,34.08374,74.789902,"05/21/2006: In one of five incidents during recent peace talks in India�s Kashmir region (200605220009, 200605230002, 200605250006, 200605310005), in the city of Srinagar, India eight people were killed and at least twenty-four others wounded when two perpetrators, dressed in police security uniforms, opened fire and threw hand grenades into a crowd of around 2,000 people at Sher-e Kashmir Park, where a youth rally organized by the Congress party was taking place. Two Islamic groups claimed responsibility for the attack; al Mansurain and Lashkar-e-Toiba. On May 24, 25 India�s President Singh was scheduled to come to Srinagar for talks on the Kashmir region.",0,2,Armed Assault,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Indian government's Congress Party in Kashmir,92,India,2,6,Explosives,The two perpetrators were said to have used 'rifles' and 'hand grenades',8,24
200610040003,2006,10,4,0,92,India,6,South Asia,Srinagar,34.08374,74.789902,"10/04/2006: Militants armed with Kalashnikov assault rifles and grenades entered the New Standard Hotel, next to a bustling market, to fire at an adjacent police camp in Srinagar, Indian Kashmir's commercial hub and a hotbed of rebel activity. 10 were killed and 22 were wounded. The Al-Mansurian rebel group claimed responsibility for the assault.",1,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",A police camp,92,India,2,6,Explosives,Kalashnikov assault rifles,10,22
200706050032,2007,6,5,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"06/05/2007: Sayed Mehdi Hussain, Director General of Information for the North West Frontier Province, was killed when two unknown perpetrators fired small arms at him as he walked from his home to his official vehicle in the morning in Peshawar, North West Frontier Province, Pakistan.  No claim of responsibility was reported.",0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)","Director General, Sayed Mehdi Hussain",153,Pakistan,2,5,Firearms,Small arms.,1,0
200706080001,2007,6,8,1,95,Iraq,10,Middle East & North Africa,Kan'an,33.693409,44.796085,"06/08/2007: Ten Iraqi bodyguards and four Iraqi civilians, including the wife, son, and two brothers of Balda District Police Chief Col. Ali Dilayan al-Jorani, were killed and two of his sons and one daughter were kidnapped when 50 al-Qaeda in Iraq (AQI) perpetrators attacked the colonel�s home with small arms (assault rifles and machine guns) at approximately 6:30 AM in Al Mat-hana neighborhood of Kanan, Diyala Governorate, Iraq.  No claim of responsibility was reported.",0,6,Hostage Taking (Kidnapping),3,Police,25,Police Security Forces/Officers,Balda (District) Police Chief Col. Ali Dilayan al-Jorani,95,Iraq,50,5,Firearms,The perpetrators used assault rifles and machine guns.,15,0
200706120042,2007,6,12,0,153,Pakistan,6,South Asia,Karachi,24.891115,67.143311,"06/12/2007: Syed Wasif Aziz, a Pakistani civilian and President of the student umbrella group Muttahida Talaba Mahaz, was killed by two perpetrators firing small arms from a motorcycle at approximately 1:30 AM near Bandu Khan Hotel in Malir neighborhood, Karachi, Sindh Province, Pakistan.  No claim of responsibility was reported.",0,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,Syed Wasif Aziz,153,Pakistan,2,5,Firearms,Small arms.,1,0
200804030010,2008,4,3,0,182,Somalia,11,Sub-Saharan Africa,Qansahdhere,2.776364,42.838097,"4/3/2008: On Thursday, at 0400, Islamic insurgents attacked a hotel where the Bay region governor Abdufatah Mohammad Ibrahim and other government officials were staying in Qasahdere, Bay, Somalia. Four people were killed, two of whom were policemen, and eight other guards were wounded. No group claimed responsibility for the attack.",0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)",The Bay region governor Abdufatah Mohammad Ibrahim,182,Somalia,-99,13,Unknown,Unknown weapons were used in the attack.,4,8
200804040007,2008,4,4,0,92,India,6,South Asia,Kamlapur,24.196876,91.833052,"04/04/2008: Late on Friday, a left-wing local leader from the Communist Party of India- Marxist, Tapan Roy, was killed by unidentified militants when he was returning home in Kamlapur, Agartala district, Tripura province, India. Using sharp weapons, the assailants cut several marks on Roy's body. No claim of responsibility was made for the incident.",0,2,Armed Assault,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"Tapan Roy, a left-wing local leader from the Communist Party of India- Marxist,",92,India,-99,9,Melee,Unknown sharp weapons were used in the attack.,1,0
200804050006,2008,4,5,0,153,Pakistan,6,South Asia,Kurram district,33.695975,70.336069,"4/5/2008: On Saturday, three persons, including a militant, were killed and 18 injured when armed miscreants bombed a convoy of local tribesman in Sadda area of Kurram, FATA, Pakistan. No group claimed responsibility for the bombing.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Local tribesman in the Sadda area,153,Pakistan,-99,6,Explosives,An unknown explosive type and unknown firearms were used in the attack.,2,18
200804050038,2008,4,5,0,153,Pakistan,6,South Asia,Kurram district,33.695975,70.336069,"04/05/2008: On Saturday, in Sadda area of Kurram, FATA, Pakistan, armed miscreants opened indiscriminate fire on a convoy of 20 vehicles carrying local tribesmen soon after it was bombed. Three people, including a militant was killed and 18 others were injured after the two attacks. No damage or motive were reported. No group claimed responsibility.",0,2,Armed Assault,19,Transportation,105,Taxi/Rickshaw,A convoy of local tribesmen was attacked.,153,Pakistan,-99,5,Firearms,Unknown firearms were used in the attack.,2,9
